これから折々お宅へ伺っても宜ござんすか	ええいらっしゃい
まだあるのかい。こいつは容易な事じゃない。たいていのものは君に逢っちゃ根気負けをするね	根気はとにかく、ここでやめちゃ仏作って魂入れずと一般ですから、もう少し話します
話すのは無論随意さ。聞く事は聞くよ	どうです苦沙弥先生も御聞きになっては。もうヴァイオリンは買ってしまいましたよ。ええ先生
こん度はヴァイオリンを売るところかい。売るところなんか聞かなくってもいい	まだ売るどこじゃありません
そんならなお聞かなくてもいい	どうも困るな、東風君、君だけだね、熱心に聞いてくれるのは。少し張合が抜けるがまあ仕方がない、ざっと話してしまおう
ざっとでなくてもいいから緩くり話したまえ。大変面白い	ヴァイオリンはようやくの思で手に入れたが、まず第一に困ったのは置き所だね。僕の所へは大分人が遊びにくるから滅多な所へぶらさげたり、立て懸けたりするとすぐ露見してしまう。穴を掘って埋めちゃ掘り出すのが面倒だろう
そうさ、天井裏へでも隠したかい	天井はないさ。百姓家だもの
そりゃ困ったろう。どこへ入れたい	どこへ入れたと思う
わからないね。戸袋のなかか	いいえ
夜具にくるんで戸棚へしまったか	いいえ
こりゃ何と読むのだい	どれ
この二行さ	amiciti
羅甸語は分ってるが、何と読むのだい	だって君は平生羅甸語が読めると云ってるじゃないか
無論読めるさ。読める事は読めるが、こりゃ何だい	読める事は読めるが、こりゃ何だは手ひどいね
何でもいいからちょっと英語に訳して見ろ	見ろは烈しいね。まるで従卒のようだね
従卒でもいいから何だ	まあ羅甸語などはあとにして、ちょっと寒月君のご高話を拝聴仕ろうじゃないか。今大変なところだよ。いよいよ露見するか、しないか危機一髪と云う安宅の関へかかってるんだ。――ねえ寒月君それからどうしたい
とうとう古つづらの中へ隠しました。このつづらは国を出る時御祖母さんが餞別にくれたものですが、何でも御祖母さんが嫁にくる時持って来たものだそうです	そいつは古物だね。ヴァイオリンとは少し調和しないようだ。ねえ東風君
ええ、ちと調和せんです	天井裏だって調和しないじゃないか
調和はしないが、句にはなるよ、安心し給え。秋淋しつづらにかくすヴァイオリンはどうだい、両君	先生今日は大分俳句が出来ますね
今日に限った事じゃない。いつでも腹の中で出来てるのさ。僕の俳句における造詣と云ったら、故子規子も舌を捲いて驚ろいたくらいのものさ	先生、子規さんとは御つき合でしたか
それで置き所だけは出来た訳だが、今度は出すのに困った。ただ出すだけなら人目を掠めて眺めるくらいはやれん事はないが、眺めたばかりじゃ何にもならない。弾かなければ役に立たない。弾けば音が出る。出ればすぐ露見する。ちょうど木槿垣を一重隔てて南隣りは沈澱組の頭領が下宿しているんだから剣呑だあね	困るね
なるほど、こりゃ困る。論より証拠音が出るんだから、小督の局も全くこれでしくじったんだからね。これがぬすみ食をするとか、贋札を造るとか云うなら、まだ始末がいいが、音曲は人に隠しちゃ出来ないものだからね	音さえ出なければどうでも出来るんですが……
ちょっと待った。音さえ出なけりゃと云うが、音が出なくても隠し了せないのがあるよ。昔し僕等が小石川の御寺で自炊をしている時分に鈴木の藤さんと云う人がいてね、この藤さんが大変味淋がすきで、ビールの徳利へ味淋を買って来ては一人で楽しみに飲んでいたのさ。ある日藤さんが散歩に出たあとで、よせばいいのに苦沙弥君がちょっと盗んで飲んだところが……	おれが鈴木の味淋などをのむものか、飲んだのは君だぜ
おや本を読んでるから大丈夫かと思ったら、やはり聞いてるね。油断の出来ない男だ。耳も八丁、目も八丁とは君の事だ。なるほど云われて見ると僕も飲んだ。僕も飲んだには相違ないが、発覚したのは君の方だよ。――両君まあ聞きたまえ。苦沙弥先生元来酒は飲めないのだよ。ところを人の味淋だと思って一生懸命に飲んだものだから、さあ大変、顔中真赤にはれ上ってね。いやもう二目とは見られないありさまさ……	黙っていろ。羅甸語も読めない癖に
